{48,0,90,24,380,2519,1}
{36,1,76,40,386,3440,1}
{51,2,61,31,3222,4021,1}
{39,3,42,41,3260,4162,1}
{56,4,61,62,3868,4275,1}
{44,5,41,41,3886,4435,1}
{58,6,74,54,4338,4613,1}
{46,7,50,60,4358,4726,1}
{60,8,69,62,4663,4923,1}
{48,9,49,52,4684,5048,1}
{44,10,49,47,5008,5257,1}
{56,11,70,61,5009,5149,1}
{63,12,78,62,5293,5626,1}
{51,13,61,56,5296,5546,1}
{70,14,87,58,5539,5812,1}
{58,15,68,62,5550,5789,1}
{72,16,84,62,5773,5983,1}
{60,17,67,60,5789,6035,1}
{56,18,63,61,6012,6271,1}
{68,19,90,58,6017,6144,1}
{75,20,93,60,6264,6701,1}
{63,21,71,24,6273,6725,1}
{82,22,90,59,6543,7108,1}
{70,23,68,38,6556,7067,1}
{72,24,53,55,6940,7513,1}
{84,25,83,62,6947,7551,1}
{79,26,70,64,7417,7854,1}
{67,27,39,55,7424,7811,1}
{82,28,76,53,7709,8178,1}
{70,29,39,49,7734,8099,1}
{80,30,72,59,8018,8595,1}
{68,31,39,38,8048,8630,1}
{79,32,49,43,8471,9597,1}
{67,33,29,34,8474,9641,1}
{78,34,36,37,9481,9875,1}
{66,35,19,34,9503,9864,1}
{78,36,21,51,11765,12493,1}
{66,37,14,38,11783,12508,1}
{79,38,44,56,12315,12864,1}
{67,39,29,39,12327,12819,1}
{78,40,63,63,12708,13053,1}
{66,41,36,40,12734,13015,1}
{77,42,72,58,12953,13343,1}
{65,43,40,35,12969,13267,1}
{78,44,71,63,13192,13686,1}
{66,45,43,36,13214,13727,1}
{81,46,48,59,13577,13969,1}
{69,47,29,43,13599,13963,1}
{67,48,40,55,13910,14110,1}
{79,49,63,60,13912,14161,1}
{75,50,70,60,14112,14277,1}
{63,51,39,58,14119,14246,1}
{75,52,52,33,14366,15195,1}
{63,53,22,33,14411,15394,1}
{74,54,43,57,15239,15558,1}
{62,55,30,31,15268,15615,1}
{77,56,48,52,15444,15844,1}
{65,57,33,38,15478,15855,1}
{75,58,46,53,15769,16061,1}
{63,59,26,37,15785,16084,1}
{74,60,40,51,16036,16296,1}
{62,61,21,39,16059,16304,1}
{74,62,27,27,16603,17292,1}
{62,63,17,32,16647,17304,1}
{72,64,69,54,20716,22672,1}
{60,65,37,38,20736,21892,1}
{51,66,36,25,20746,22653,1}
{55,67,33,37,20746,21974,1}
{67,68,63,61,22426,23279,1}
{50,69,46,26,22672,24138,1}
{55,70,57,27,22789,24152,1}
{70,71,67,31,23051,27038,1}
{63,72,45,32,23062,24757,1}
{38,73,23,35,27595,28760,1}
{60,74,38,30,28084,28703,1}
{62,75,30,40,28367,28600,1}
{66,76,44,36,28554,28738,1}
{70,77,50,34,28718,28961,1}
{69,78,60,38,28874,29176,1}
{67,79,57,53,29063,29911,1}
{43,80,22,40,29441,29606,1}
{62,81,29,51,29450,29575,1}
{58,82,24,37,29453,29608,1}
{62,83,35,58,29784,29889,1}
{58,84,29,47,29796,29917,1}
{43,85,20,37,29808,29970,1}
{74,86,63,55,30149,31174,1}
{67,87,38,56,30518,30687,1}
{58,88,37,0,30521,30676,1}
{62,89,35,37,30534,30707,1}
{67,90,38,39,30868,31259,1}
{58,91,32,36,30878,31114,1}
{62,92,17,32,30886,31019,1}
{72,93,45,36,31180,32311,1}
{67,94,31,43,31581,31760,1}
{57,95,27,44,31589,31760,1}
{63,96,18,41,31598,31767,1}
{60,97,15,44,31606,31759,1}
{67,98,26,36,32037,32325,1}
{57,99,18,39,32059,32362,1}
{63,100,7,37,32066,32591,1}
{60,101,17,37,32084,32311,1}
{60,102,45,35,32960,33775,1}
{38,103,21,38,33151,33355,1}
{62,104,45,49,33216,33438,1}
{66,105,58,57,33391,33568,1}
{38,106,36,37,33537,33750,1}
{70,107,66,34,33546,33772,1}
{69,108,72,59,33680,33897,1}
{67,109,73,53,33839,34852,1}
{43,110,35,41,34166,34349,1}
{58,111,29,44,34173,34349,1}
{62,112,42,56,34173,34320,1}
{62,113,47,55,34480,34590,1}
{58,114,43,38,34486,34972,1}
{43,115,43,52,34487,34684,1}
{64,116,70,57,34808,35867,1}
{61,117,41,56,35132,35325,1}
{45,118,33,43,35137,35325,1}
{57,119,27,43,35148,35350,1}
{55,120,38,49,35154,35342,1}
{61,121,39,39,35483,35914,1}
{45,122,27,36,35494,35724,1}
{55,123,39,45,35504,35710,1}
{57,124,8,43,35504,35711,1}
{66,125,45,32,35835,37239,1}
{62,126,27,43,36222,36395,1}
{38,127,17,38,36225,36417,1}
{54,128,22,42,36246,36410,1}
{57,129,15,41,36247,36412,1}
{62,130,22,37,36684,36994,1}
{38,131,17,35,36685,36999,1}
{54,132,16,41,36694,36944,1}
{57,133,14,41,36711,36977,1}
{60,134,36,33,37660,38392,1}
{50,135,28,44,37856,38033,1}
{62,136,41,53,37923,38082,1}
{66,137,51,54,38097,38237,1}
{70,138,59,39,38230,38425,1}
{50,139,38,39,38238,38421,1}
{69,140,75,52,38357,38571,1}
{67,141,77,58,38502,39242,1}
{62,142,45,59,38810,38967,1}
{43,143,34,39,38820,39004,1}
{58,144,40,55,38837,38969,1}
{62,145,46,51,39147,39213,1}
{43,146,39,37,39149,39288,1}
{58,147,46,60,39158,39221,1}
{79,148,67,57,39600,40706,1}
{73,149,43,62,39975,40158,1}
{64,150,40,57,39994,40163,1}
{67,151,35,57,39998,40167,1}
{70,152,29,57,40009,40159,1}
{64,153,49,37,40309,40586,1}
{73,154,56,62,40311,40471,1}
{67,155,48,55,40325,40440,1}
{70,156,49,60,40339,40438,1}
{77,157,72,58,40616,41376,1}
{65,158,44,56,40923,41129,1}
{72,159,38,60,40928,41111,1}
{70,160,39,57,40950,41115,1}
{65,161,47,47,41278,41485,1}
{72,162,49,61,41290,41442,1}
{70,163,48,36,41291,41462,1}
{63,164,67,36,41713,42724,1}
{65,165,70,59,41948,42134,1}
{69,166,76,59,42089,42632,1}
{41,167,50,53,42092,42216,1}
{75,168,83,60,42217,42326,1}
{41,169,40,42,42388,42806,1}
{74,170,74,62,42449,42821,1}
{73,171,83,64,42793,42855,1}
{73,172,81,50,42922,43666,1}
{69,173,50,58,43230,43413,1}
{65,174,44,57,43245,43414,1}
{63,175,47,42,43254,43447,1}
{46,176,44,56,43255,43403,1}
{69,177,66,60,43544,43889,1}
{46,178,49,52,43550,43719,1}
{63,179,55,61,43558,43672,1}
{65,180,54,30,43558,43789,1}
{74,181,80,56,43838,44989,1}
{70,182,46,38,44164,44319,1}
{58,183,61,55,44166,44334,1}
{62,184,40,38,44175,44354,1}
{65,185,36,54,44178,44332,1}
{70,186,42,59,44497,44617,1}
{65,187,35,60,44506,44608,1}
{62,188,36,46,44509,44611,1}
{58,189,46,37,44519,44896,1}
{72,190,51,37,44876,46013,1}
{67,191,27,40,45264,45472,1}
{57,192,24,42,45290,45473,1}
{63,193,21,40,45308,45478,1}
{67,194,27,39,45710,46002,1}
{57,195,19,40,45747,45976,1}
{63,196,13,35,45758,46058,1}
{60,197,36,35,46647,47523,1}
{38,198,22,37,46877,47078,1}
{62,199,35,40,46920,47116,1}
{66,200,47,56,47107,47258,1}
{70,201,59,38,47258,47460,1}
{38,202,26,32,47273,47524,1}
{69,203,65,30,47388,47695,1}
{67,204,66,54,47548,48292,1}
{43,205,33,36,47868,48040,1}
{62,206,39,58,47868,47991,1}
{58,207,36,54,47882,48005,1}
{62,208,40,57,48203,48268,1}
{43,209,30,45,48211,48339,1}
{58,210,36,58,48222,48289,1}
{74,211,53,54,48611,49767,1}
{67,212,28,42,49047,49264,1}
{62,213,20,41,49082,49263,1}
{58,214,38,51,49088,49241,1}
{67,215,43,42,49417,49801,1}
{58,216,46,28,49428,49759,1}
{62,217,30,28,49441,49617,1}
{72,218,54,34,49732,50835,1}
{67,219,31,36,50087,50268,1}
{63,220,25,40,50101,50286,1}
{57,221,29,33,50108,50258,1}
{60,222,26,41,50116,50290,1}
{63,223,22,37,50538,51115,1}
{67,224,30,39,50538,50859,1}
{57,225,23,42,50555,50868,1}
{60,226,25,36,50562,50849,1}
{60,227,47,37,51485,52301,1}
{38,228,22,38,51675,51875,1}
{62,229,43,47,51728,51965,1}
{66,230,58,58,51908,52081,1}
{70,231,66,53,52054,52244,1}
{38,232,38,36,52069,52307,1}
{69,233,74,55,52194,52417,1}
{67,234,74,59,52353,53342,1}
{43,235,40,40,52668,52875,1}
{62,236,38,52,52674,52836,1}
{58,237,34,43,52692,52868,1}
{43,238,45,37,52993,53258,1}
{62,239,42,45,52996,53118,1}
{58,240,44,38,53001,53443,1}
{64,241,69,46,53299,54309,1}
{45,242,37,58,53602,53792,1}
{61,243,41,53,53616,53811,1}
{57,244,36,49,53624,53817,1}
{55,245,44,54,53627,53807,1}
{45,246,35,32,53955,54209,1}
{61,247,46,42,53957,54363,1}
{57,248,18,43,53979,54209,1}
{55,249,42,40,53985,54212,1}
{66,250,49,36,54281,55685,1}
{62,251,35,42,54671,54855,1}
{38,252,21,37,54672,54896,1}
{57,253,22,41,54694,54888,1}
{54,254,20,43,54701,54883,1}
{62,255,28,40,55134,55458,1}
{38,256,5,36,55141,55524,1}
{54,257,14,42,55155,55363,1}
{57,258,8,43,55159,55416,1}
{60,259,50,52,55970,56853,1}
{50,260,35,40,56168,56405,1}
{62,261,50,58,56239,56451,1}
{66,262,69,60,56430,56581,1}
{50,263,53,58,56564,56844,1}
{70,264,74,62,56564,56720,1}
{69,265,83,61,56689,56751,1}
{67,266,86,60,56838,57582,1}
{65,267,65,61,57117,57309,1}
{55,268,55,59,57131,57319,1}
{59,269,47,60,57145,57303,1}
{62,270,50,62,57148,57303,1}
{65,271,75,59,57426,57597,1}
{55,272,65,47,57434,57718,1}
{59,273,55,60,57443,57543,1}
{62,274,60,59,57445,57560,1}
{79,275,75,58,57848,58713,1}
{43,276,36,38,58226,58424,1}
{74,277,54,63,58233,58436,1}
{71,278,50,64,58248,58421,1}
{65,279,42,61,58272,58416,1}
{67,280,46,62,58275,58416,1}
{74,281,72,62,58556,58761,1}
{43,282,45,54,58562,58729,1}
{71,283,62,61,58580,58749,1}
{67,284,49,56,58584,58740,1}
{65,285,62,55,58591,58735,1}
{79,286,77,59,58867,59581,1}
{48,287,46,62,59166,59348,1}
{75,288,50,58,59175,59366,1}
{36,289,39,60,59181,59336,1}
{72,290,40,61,59183,59373,1}
{67,291,40,57,59188,59357,1}
{55,292,45,54,59557,59736,1}
{75,293,48,61,59557,59634,1}
{72,294,38,63,59578,59646,1}
{67,295,41,57,59587,59727,1}
{74,296,74,57,59900,60600,1}
{50,297,68,62,60174,60347,1}
{67,298,53,60,60186,60358,1}
{38,299,54,57,60192,60318,1}
{62,300,47,60,60199,60351,1}
{55,301,69,59,60491,60634,1}
{67,302,69,57,60493,60850,1}
{62,303,57,47,60502,60874,1}
{72,304,88,61,60773,61386,1}
{51,305,76,63,61038,61212,1}
{39,306,59,60,61053,61208,1}
{67,307,60,59,61054,61213,1}
{60,308,50,61,61063,61218,1}
{55,309,66,57,61345,61529,1}
{67,310,61,61,61354,61414,1}
{60,311,57,36,61364,61700,1}
{67,312,69,61,61646,62484,1}
{50,313,35,40,61952,62979,1}
{38,314,32,53,61957,62056,1}
{62,315,42,59,61965,62123,1}
{58,316,37,57,61981,62127,1}
{55,317,33,57,62290,62386,1}
{62,318,37,54,62323,62413,1}
{58,319,39,58,62334,62405,1}
{47,320,33,32,62821,63284,1}
{79,321,47,60,62893,63689,1}
{48,322,38,42,63152,63317,1}
{50,323,44,58,63303,63439,1}
{75,324,39,61,63319,63456,1}
{72,325,34,58,63331,63450,1}
{67,326,34,62,63331,63444,1}
{48,327,49,55,63441,63603,1}
{75,328,56,61,63596,63761,1}
{55,329,42,33,63605,64057,1}
{72,330,42,59,63607,63978,1}
{67,331,41,37,63614,63961,1}
{49,332,41,29,63886,64225,1}
{74,333,68,62,63930,64604,1}
{50,334,54,61,64088,64237,1}
{51,335,68,60,64213,64347,1}
{67,336,59,62,64225,64362,1}
{62,337,47,60,64231,64347,1}
{50,338,72,61,64331,64484,1}
{55,339,64,31,64460,64856,1}
{62,340,64,37,64466,64872,1}
{67,341,77,55,64468,64821,1}
{50,342,56,50,64704,64956,1}
{72,343,85,61,64753,65256,1}
{51,344,76,63,64888,65026,1}
{53,345,76,62,65004,65125,1}
{67,346,72,60,65014,65128,1}
{60,347,65,61,65018,65142,1}
{51,348,85,58,65102,65235,1}
{55,349,73,63,65222,65350,1}
{67,350,74,60,65232,65294,1}
{60,351,70,57,65242,65596,1}
{51,352,79,39,65341,65472,1}
{52,353,74,57,65405,65527,1}
{53,354,64,62,65499,65640,1}
{67,355,79,58,65537,66220,1}
{52,356,53,63,65661,65715,1}
{53,357,59,63,65739,65781,1}
